"Age","Gender","Education.Level","Marital.Status","Income","Credit.Score","Loan.Amount","Loan.Purpose","Employment.Status","Years.at.Current.Job","Payment.History","Debt.to.Income.Ratio","Assets.Value","Number.of.Dependents","City","State","Country","Previous.Defaults","Marital.Status.Change","Risk.Rating"
51,"Non-binary","PhD","Married",40221,690,5207,"Business","Unemployed",1,"Good",0.133544414040153,173265,2,"East Michael","ME","Nicaragua",1,1,"Low"
54,"Female","PhD","Widowed",118598,719,38460,"Business","Employed",16,"Fair",0.501988618910726,216857,3,"West Angelhaven","MA","Bangladesh",2,0,"Low"
21,"Non-binary","Bachelor's","Married",80262,725,27544,"Home","Employed",11,"Good",0.180260160625932,46998,3,"New Patricia","ND","Puerto Rico",2,1,"Low"
41,"Non-binary","Master's","Single",76902,716,27544,"Auto","Self-employed",4,"Good",0.400330838424554,99963,2,"West Joy","WV","Saudi Arabia",2,0,"Low"
63,"Male","PhD","Married",69773,765,19073,"Auto","Employed",6,"Poor",0.528327138060761,84206,4,"Sierraborough","LA","Djibouti",2,0,"Low"
69,"Non-binary","High School","Widowed",46968,741,27544,"Home","Unemployed",6,"Poor",0.295507481971346,235254,4,"Perrychester","VT","Antarctica (the territory South of 60 deg S)",1,2,"Medium"
47,"Female","Master's","Divorced",78735,769,46961,"Business","Self-employed",5,"Good",0.501244373266569,255263,0,"Angelicafurt","TN","Colombia",1,0,"Low"
64,"Male","High School","Widowed",119500,725,47174,"Business","Self-employed",19,"Excellent",0.553357054476223,235087,2,"Jamesfort","LA","Uganda",4,0,"Low"
20,"Female","High School","Single",29028,748,27544,"Auto","Employed",6,"Excellent",0.107689980604136,122353,2,"Lopezburgh","TX","Jamaica",0,1,"Medium"
34,"Male","Master's","Widowed",69773,639,8498,"Auto","Employed",12,"Poor",0.221141570126092,28654,0,"Sonyafort","ND","Reunion",1,0,"Medium"
33,"Non-binary","Master's","Single",55249,699,28748,"Personal","Employed",0,"Excellent",0.112081630503798,159362,1,"Pamelabury","MN","Switzerland",1,0,"Low"
24,"Non-binary","Master's","Single",104270,616,21901,"Business","Unemployed",18,"Excellent",0.447826885565276,159362,0,"Lake Pamelabury","VT","Czech Republic",2,1,"Medium"
57,"Non-binary","PhD","Single",27240,703,22663,"Home","Unemployed",12,"Good",0.592663267977632,192433,2,"West Kathleenville","MI","Nigeria",3,2,"Low"
54,"Male","Bachelor's","Married",41143,672,27544,"Home","Unemployed",18,"Poor",0.482062724902948,36457,4,"Walkermouth","GA","Greenland",2,0,"Low"
69,"Male","Bachelor's","Widowed",69773,699,17708,"Home","Self-employed",13,"Good",0.18982054520165,126922,2,"Westborough","FM","Falkland Islands (Malvinas)",3,2,"High"
29,"Non-binary","High School","Single",66580,614,7325,"Home","Unemployed",11,"Fair",0.163067330495234,48605,3,"Butlerberg","MO","Costa Rica",2,0,"High"
57,"Female","High School","Divorced",30935,656,28484,"Auto","Employed",9,"Excellent",0.388077148160302,240299,2,"South Daniel","WY","Mayotte",2,2,"Medium"
49,"Female","Bachelor's","Single",50936,602,42030,"Home","Employed",5,"Excellent",0.178084563877337,159362,2,"Elizabethbury","PA","Palestinian Territory",2,2,"Medium"
44,"Female","High School","Single",43095,740,39953,"Business","Employed",11,"Excellent",0.553621157233277,249252,0,"East Heatherhaven","NH","Saint Pierre and Miquelon",2,0,"Medium"
28,"Non-binary","High School","Widowed",92323,776,41615,"Personal","Employed",12,"Good",0.577896052705851,221392,2,"Bautistaport","ID","Lao People's Democratic Republic",2,1,"Low"
21,"Non-binary","High School","Single",83177,709,6781,"Auto","Employed",5,"Fair",0.51791645569191,32266,2,"Patelbury","KY","Morocco",2,2,"Medium"
56,"Female","PhD","Married",42066,654,9110,"Home","Self-employed",17,"Poor",0.163652023525083,167220,4,"West Colin","UT","French Polynesia",4,0,"Medium"
19,"Female","Master's","Married",25274,699,49998,"Business","Unemployed",11,"Excellent",0.16763692777626,94706,3,"Robynland","MP","United Arab Emirates",1,2,"Medium"
28,"Male","High School","Single",22583,655,27544,"Business","Self-employed",4,"Fair",0.435354402657009,64826,3,"North Jeffrey","CT","Hungary",1,1,"High"
51,"Non-binary","High School","Married",31408,761,24906,"Auto","Employed",5,"Poor",0.352844922862645,159362,2,"Wyattmouth","AZ","Colombia",0,1,"Low"
30,"Male","Master's","Married",102246,646,22428,"Auto","Self-employed",9,"Good",0.283512686680473,203817,4,"Port Johnbury","GU","Belize",3,1,"Medium"
56,"Female","PhD","Single",32467,722,18656,"Home","Employed",2,"Fair",0.531532186597597,126294,3,"Port Jonathanmouth","AS","Bosnia and Herzegovina",2,1,"Medium"
64,"Non-binary","Bachelor's","Single",89086,794,7698,"Home","Self-employed",8,"Fair",0.34220206117161,33371,0,"North Brian","PW","Antigua and Barbuda",0,0,"Medium"
36,"Female","PhD","Widowed",51989,701,40864,"Business","Unemployed",9,"Poor",0.172719631176217,53090,2,"Vanessaview","MT","Luxembourg",2,1,"Medium"
68,"Non-binary","PhD","Single",84587,699,27544,"Auto","Self-employed",18,"Poor",0.432212425518257,171569,2,"Diazhaven","TX","Congo",2,0,"Low"
40,"Male","Master's","Married",69773,770,27544,"Business","Self-employed",17,"Good",0.17718293696221,29091,2,"Paulland","NV","Germany",1,0,"Medium"
33,"Non-binary","High School","Married",69773,678,32679,"Business","Unemployed",6,"Poor",0.209576846100199,159362,2,"South Sarahland","ME","Palestinian Territory",1,2,"Medium"
25,"Male","Bachelor's","Married",66266,699,27544,"Personal","Unemployed",17,"Excellent",0.129692432876576,21390,4,"Burnettborough","ID","Algeria",2,1,"Medium"
58,"Non-binary","PhD","Married",116917,699,33340,"Home","Unemployed",0,"Good",0.13516403425751,107853,3,"Fordchester","RI","Guernsey",2,2,"Low"
64,"Female","Master's","Married",112407,684,20503,"Auto","Employed",17,"Good",0.221396814821183,221056,2,"Mooreborough","SC","Thailand",1,1,"Low"
43,"Male","Bachelor's","Divorced",63769,651,40865,"Home","Self-employed",16,"Good",0.458144142844981,29507,2,"Burnschester","OR","Saint Martin",2,2,"Low"
53,"Non-binary","Bachelor's","Single",59536,745,19166,"Home","Unemployed",19,"Poor",0.112477869374752,237895,1,"South Codyland","MP","Tajikistan",4,0,"Low"
52,"Non-binary","High School","Divorced",118322,671,27544,"Home","Employed",3,"Poor",0.162379507564026,137021,3,"Garzaburgh","VT","Aruba",4,2,"Low"
41,"Non-binary","High School","Single",86851,699,30808,"Home","Employed",2,"Fair",0.364878380739593,36821,3,"New Jacob","GA","United States Minor Outlying Islands",2,0,"Medium"
35,"Non-binary","Bachelor's","Single",69773,699,31039,"Business","Self-employed",19,"Excellent",0.481251840344184,146975,1,"Timothyfurt","NM","Belgium",1,2,"Low"
60,"Non-binary","High School","Divorced",81354,699,46198,"Auto","Self-employed",12,"Excellent",0.478696641701375,173203,0,"Lake Charles","IN","Mozambique",2,1,"Medium"
48,"Non-binary","High School","Widowed",21573,757,47969,"Business","Employed",6,"Poor",0.233311260256345,140702,0,"Pattersonstad","KY","Mayotte",2,1,"Medium"
61,"Non-binary","High School","Divorced",33860,630,20505,"Business","Self-employed",2,"Fair",0.10868545103685,164817,0,"Jocelynborough","NY","Cameroon",0,2,"Medium"
54,"Female","High School","Divorced",69773,699,27544,"Auto","Unemployed",4,"Excellent",0.158351400407625,131508,1,"Brockburgh","KY","Northern Mariana Islands",2,0,"Low"
18,"Non-binary","Master's","Married",39965,612,32359,"Personal","Self-employed",11,"Poor",0.338383956706691,163469,1,"Emmaburgh","PA","Guam",2,2,"Medium"
55,"Male","High School","Married",26611,699,44756,"Home","Self-employed",14,"Fair",0.37639983744156,158463,4,"New Daniel","WV","New Caledonia",1,2,"Low"
24,"Male","High School","Widowed",75598,630,7519,"Home","Unemployed",6,"Poor",0.50631223776875,244860,2,"East Geraldfurt","MP","Rwanda",1,0,"Low"
18,"Female","Bachelor's","Widowed",91819,653,46360,"Home","Self-employed",11,"Excellent",0.505514056652961,155063,3,"Mitchellborough","CO","Cuba",1,0,"Low"
22,"Male","Master's","Single",37310,739,27544,"Home","Unemployed",7,"Excellent",0.404723658885675,159362,3,"Port Deniseburgh","ID","Saint Vincent and the Grenadines",3,2,"Low"
56,"Non-binary","Bachelor's","Widowed",87593,748,27544,"Auto","Self-employed",13,"Poor",0.510465685899587,147707,2,"Lake Markmouth","NH","Togo",0,2,"Low"
18,"Female","Bachelor's","Widowed",83436,688,36568,"Business","Employed",13,"Fair",0.180271983181302,153571,2,"Marisaview","VT","North Macedonia",3,2,"Medium"
27,"Female","High School","Married",54024,638,15983,"Auto","Employed",1,"Poor",0.167921409682585,161505,2,"Kellytown","UT","Argentina",2,0,"Medium"
43,"Male","Bachelor's","Widowed",54256,786,11162,"Home","Employed",17,"Poor",0.528183333468809,113184,2,"Hernandezville","MA","Saint Barthelemy",0,0,"Low"
67,"Female","High School","Married",95207,649,13705,"Auto","Self-employed",17,"Excellent",0.322634259015955,29689,1,"East Jonathan","AR","Cameroon",4,2,"Low"
31,"Non-binary","High School","Widowed",69773,738,36316,"Business","Unemployed",4,"Poor",0.109966769103981,81894,3,"East Keithview","AR","Cocos (Keeling) Islands",3,1,"Low"
42,"Non-binary","PhD","Widowed",69773,681,26280,"Home","Unemployed",16,"Excellent",0.354057235078175,78965,2,"West Audrey","IN","Serbia",3,2,"Medium"
53,"Non-binary","Bachelor's","Widowed",69773,653,26486,"Personal","Unemployed",15,"Poor",0.361181765710786,206550,0,"Rosechester","CT","Bulgaria",2,2,"Low"
53,"Female","Master's","Single",107440,699,40225,"Auto","Self-employed",10,"Excellent",0.339739243066239,289260,2,"Mccormickborough","IL","Nauru",3,1,"Low"
43,"Non-binary","Master's","Married",51177,618,10765,"Auto","Self-employed",4,"Excellent",0.388946419391584,74939,2,"Ricetown","NM","Puerto Rico",0,0,"Low"
62,"Non-binary","Master's","Single",57780,706,27544,"Business","Unemployed",8,"Good",0.420141489904628,154450,1,"New Valerieton","GU","Saudi Arabia",2,0,"Low"
21,"Male","High School","Married",46465,699,20095,"Personal","Self-employed",5,"Good",0.26228594788017,201213,2,"Lake Allisonmouth","AK","Kiribati",2,1,"Low"
30,"Male","High School","Married",69773,719,48647,"Personal","Unemployed",7,"Fair",0.378145602357512,267778,3,"Adamside","MP","Nepal",0,1,"Low"
50,"Non-binary","Master's","Divorced",89561,668,27544,"Home","Self-employed",18,"Fair",0.485948181649895,168030,4,"Petersenchester","AL","Yemen",4,1,"Medium"
18,"Female","High School","Single",103391,655,16659,"Home","Unemployed",16,"Poor",0.292019929366856,219512,0,"Craigville","PW","Rwanda",3,1,"High"
44,"Male","High School","Single",44668,707,12930,"Home","Unemployed",13,"Fair",0.571458555762718,267676,2,"South Jane","NE","Paraguay",0,1,"Low"
36,"Non-binary","Master's","Single",43354,612,16475,"Personal","Self-employed",1,"Good",0.40031129708218,29532,2,"Curtisborough","MP","Kuwait",2,1,"Low"
36,"Female","Master's","Single",105695,790,22144,"Home","Unemployed",17,"Good",0.277703249326239,74249,2,"North Bridgetbury","ID","Cyprus",2,1,"Low"
38,"Non-binary","PhD","Widowed",92179,615,22546,"Home","Unemployed",0,"Poor",0.366882178231136,216296,2,"New Calebhaven","TN","Croatia",4,2,"Low"
22,"Male","Bachelor's","Married",47973,639,31266,"Auto","Self-employed",6,"Good",0.580614862340359,249899,2,"West Taylorport","TN","Bosnia and Herzegovina",2,2,"Low"
29,"Non-binary","PhD","Married",69773,606,20029,"Personal","Self-employed",4,"Good",0.133072936081378,156552,2,"North Ariana","GA","Grenada",1,1,"Low"
38,"Male","High School","Married",59305,797,35495,"Auto","Self-employed",6,"Poor",0.42078437123985,124669,2,"Micheleville","DE","Jamaica",1,1,"Low"
21,"Female","Master's","Single",115148,769,40868,"Personal","Unemployed",10,"Fair",0.441856984337926,124984,4,"Villarrealville","NV","Suriname",1,1,"Low"
61,"Male","Bachelor's","Married",86421,602,6969,"Business","Unemployed",5,"Good",0.202836291620112,53162,2,"Pattersonton","MN","Zimbabwe",2,1,"Medium"
64,"Non-binary","PhD","Widowed",69773,716,36497,"Auto","Self-employed",3,"Fair",0.5804643650171,159362,3,"Brockmouth","CO","Svalbard & Jan Mayen Islands",2,2,"Medium"
65,"Male","Bachelor's","Married",115675,699,17737,"Home","Unemployed",1,"Excellent",0.150961688954023,84992,1,"Tonyburgh","NE","Tanzania",1,2,"High"
32,"Non-binary","Master's","Widowed",69773,672,24675,"Business","Self-employed",7,"Fair",0.123614998454442,207668,3,"North Christy","IA","Gibraltar",0,1,"Low"
46,"Non-binary","Master's","Widowed",74679,738,35232,"Auto","Self-employed",8,"Poor",0.415729618501223,207215,0,"East Johnmouth","FM","Congo",2,1,"Low"
46,"Male","PhD","Widowed",92795,763,25467,"Home","Employed",12,"Excellent",0.324833577239419,159362,2,"Jameshaven","FL","Libyan Arab Jamahiriya",3,1,"Low"
20,"Female","Bachelor's","Widowed",45333,699,23524,"Home","Employed",11,"Fair",0.137224260807568,92814,2,"Melissaburgh","RI","Jersey",3,2,"Low"
18,"Female","PhD","Widowed",69773,672,14953,"Business","Employed",19,"Fair",0.1813442555616,244617,0,"South Codyside","DE","Luxembourg",1,1,"Medium"
30,"Female","High School","Divorced",39928,699,16936,"Auto","Unemployed",2,"Fair",0.31227936294193,281975,1,"Stewartland","TX","Marshall Islands",4,1,"Low"
68,"Female","Master's","Single",52121,789,44980,"Auto","Employed",6,"Poor",0.188130979041405,244624,2,"Butlerborough","TX","France",2,1,"Low"
20,"Male","High School","Single",92497,630,20772,"Auto","Unemployed",5,"Excellent",0.124451088719219,220809,2,"West Gregoryland","VA","Azerbaijan",3,0,"Low"
67,"Non-binary","PhD","Married",28048,686,27544,"Home","Employed",10,"Fair",0.442202373210236,217607,2,"East Kellybury","FM","Syrian Arab Republic",1,1,"Medium"
21,"Female","Master's","Widowed",54227,682,23780,"Personal","Employed",3,"Poor",0.182902415022419,203745,2,"Devinstad","NY","Uganda",2,2,"Low"
61,"Male","PhD","Married",109147,721,30156,"Personal","Self-employed",14,"Poor",0.375728623950693,164222,1,"Ramirezland","AK","French Guiana",4,2,"Low"
52,"Female","High School","Widowed",53677,699,22506,"Business","Employed",14,"Fair",0.239849684660445,197558,4,"Vanessaside","WA","Guinea-Bissau",2,2,"Medium"
26,"Non-binary","PhD","Widowed",106111,668,27544,"Business","Employed",6,"Excellent",0.182762686682608,212534,0,"Port Zachary","AZ","Liberia",1,2,"Medium"
25,"Female","Bachelor's","Single",69773,759,30063,"Personal","Self-employed",4,"Poor",0.112891129413881,251924,1,"Williamsview","MN","Vanuatu",0,0,"Low"
48,"Non-binary","High School","Single",52089,799,32863,"Auto","Employed",17,"Excellent",0.418482480713525,80718,4,"Lake Michellefort","WA","Puerto Rico",2,2,"Low"
52,"Female","Bachelor's","Single",74086,771,8557,"Business","Self-employed",3,"Fair",0.262633729294307,239275,0,"Simpsonfort","WI","Croatia",0,0,"Medium"
48,"Male","Master's","Widowed",53701,647,26997,"Personal","Self-employed",4,"Excellent",0.136262223761991,299014,1,"Carolburgh","VI","Slovenia",2,1,"Low"
52,"Non-binary","Bachelor's","Widowed",94095,760,24985,"Auto","Employed",7,"Fair",0.310627735842774,83881,2,"Gordonfurt","CA","Panama",3,0,"Low"
22,"Female","High School","Widowed",39589,643,6369,"Business","Employed",7,"Good",0.532344993740603,249089,1,"Bakerchester","RI","South Africa",2,0,"Low"
42,"Male","High School","Divorced",69573,604,36281,"Business","Unemployed",12,"Poor",0.533855185788039,220136,0,"Lake Taylormouth","KY","Paraguay",4,1,"Medium"
48,"Non-binary","High School","Single",80526,699,26049,"Business","Self-employed",16,"Excellent",0.180642767524827,159362,4,"East Anne","DE","Lebanon",2,2,"Low"
32,"Female","Bachelor's","Widowed",44520,729,32744,"Personal","Unemployed",5,"Good",0.493905327783111,159362,2,"Mooreborough","RI","Guinea-Bissau",2,0,"Medium"
21,"Female","High School","Divorced",99149,673,18384,"Auto","Unemployed",0,"Fair",0.188577477818479,146941,0,"Martintown","WI","Western Sahara",2,2,"Medium"
63,"Male","Master's","Single",106649,645,29395,"Auto","Self-employed",6,"Poor",0.26626065159313,152983,1,"Kevinmouth","NC","Niue",4,0,"Medium"
59,"Male","PhD","Divorced",93185,673,21212,"Business","Unemployed",18,"Fair",0.224023151751329,136026,1,"South Wendystad","VI","Norfolk Island",3,0,"Low"
30,"Male","High School","Divorced",107630,657,27776,"Personal","Self-employed",18,"Poor",0.51589196005692,143800,4,"Lake Martin","UT","Jordan",1,1,"Medium"
32,"Female","Master's","Married",111733,665,27544,"Personal","Unemployed",15,"Excellent",0.15257955893511,194435,3,"Larryland","AK","Bolivia",3,2,"Medium"
39,"Non-binary","Bachelor's","Widowed",92776,770,24945,"Auto","Employed",11,"Fair",0.300149697392946,292413,1,"Lake Meghanberg","WY","French Guiana",2,2,"Low"
25,"Non-binary","PhD","Widowed",30607,702,46794,"Business","Employed",9,"Good",0.384621269997086,200485,2,"Michaelview","FM","Chile",2,0,"Low"
27,"Female","Bachelor's","Widowed",69773,699,27544,"Personal","Employed",13,"Good",0.235956824721311,41651,0,"Martinbury","AL","Andorra",2,0,"Low"
62,"Male","High School","Married",27712,791,10588,"Personal","Unemployed",0,"Excellent",0.424957804724164,159362,2,"West Penny","GU","Bahamas",2,0,"Low"
24,"Non-binary","Bachelor's","Married",104046,644,41595,"Business","Self-employed",6,"Fair",0.412184528580181,241007,0,"New Hollyview","TX","Ukraine",4,2,"Low"
61,"Non-binary","Master's","Divorced",69773,672,45455,"Auto","Self-employed",12,"Excellent",0.552445214799048,151975,0,"East Vanessa","GU","Cambodia",2,2,"High"
40,"Female","High School","Single",69773,699,8340,"Auto","Unemployed",11,"Poor",0.22644215391835,111065,1,"Danielport","GA","Saint Martin",0,0,"Low"
62,"Non-binary","Bachelor's","Divorced",105548,609,13275,"Personal","Self-employed",10,"Good",0.578412779962202,159362,1,"Rodriguezport","ND","Mauritius",2,0,"Low"
64,"Male","Bachelor's","Married",119969,647,19065,"Personal","Self-employed",10,"Poor",0.594950946650622,224716,2,"North Thomasstad","NJ","Syrian Arab Republic",2,1,"Low"
45,"Female","PhD","Single",83220,660,12973,"Home","Self-employed",12,"Good",0.120678596116924,204886,3,"Port Philipmouth","MI","Djibouti",2,0,"Low"
37,"Female","Master's","Widowed",63341,643,33999,"Business","Self-employed",17,"Fair",0.262490159398446,71710,3,"Jonesstad","VI","Uganda",1,2,"Medium"
31,"Female","Master's","Widowed",69773,756,34656,"Auto","Unemployed",3,"Excellent",0.357666086474152,119647,2,"South Garrett","CA","China",4,0,"Medium"
67,"Male","Master's","Single",101658,769,38901,"Auto","Employed",3,"Excellent",0.579164268108804,266657,2,"Port Tracy","MS","Trinidad and Tobago",3,1,"Medium"
58,"Female","High School","Divorced",103094,691,12028,"Personal","Employed",6,"Fair",0.549779508544188,207924,3,"West Cindyfort","IL","Georgia",1,0,"Medium"
52,"Female","Master's","Married",30372,643,28451,"Home","Self-employed",4,"Excellent",0.41501168663026,189136,3,"Lake Denise","WY","Aruba",3,0,"Low"
34,"Male","Master's","Married",76922,660,44423,"Home","Unemployed",12,"Excellent",0.333238728814675,271598,2,"Lake Samuelfurt","CO","Brunei Darussalam",2,1,"Low"
